Tribunal;Magistrado;Mês/Ano Ref.;Subsídio;Direitos Pessoais ;Indenizações ;Direitos Eventuais ;Total de Rendimentos ;Previdência Pública ;Imposto de Renda;Descontos Diversos ;Retenção por Teto Constitucional ;Total de Descontos ;Rendimento Líquido ;Remuneração do órgão de origem ;Diárias 
TRF4;FLAVIA DA SILVA XAVIER;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;481,59;5.625,49;16.456,11;29.372,78;0,00;0,00
TRF4;FLAVIO ANTONIO DA CRUZ;08/2020;32.004,65;0,00;910,08;21.481,33;54.396,06;5.198,62;10.466,81;487,77;3.524,45;19.677,65;34.718,41;0,00;0,00
TRF4;FLAVIO AYRES DOS SANTOS PEREIRA;08/2020;32.004,65;0,00;910,08;53.341,09;86.255,82;5.177,97;17.954,10;373,29;3.379,55;26.884,91;59.370,91;0,00;0,00
TRF4;FRANCISCO DE ASSIS PRAXEDES;08/2020;33.689,11;1.773,11;0,00;0,00;35.462,22;5.121,81;0,00;586,22;0,00;5.708,03;29.754,19;0,00;0,00
TRF4;FRANCISCO DONIZETE GOMES;08/2020;33.689,11;5.641,92;910,08;13.593,85;53.834,96;5.641,92;9.396,56;403,66;7.989,64;23.431,78;30.403,18;0,00;0,00
TRF4;FRANCISCO OSTERMANN DE AGUIAR;08/2020;32.004,65;0,00;2.349,32;10.740,67;45.094,64;713,10;8.978,29;2.742,98;3.452,00;15.886,37;29.208,27;0,00;0,00
TRF4;FRANCO MATTOS E SILVA;08/2020;33.689,11;0,00;910,08;4.346,98;38.946,17;713,10;9.290,19;505,74;0,00;10.509,03;28.437,14;0,00;0,00
TRF4;FREDERICO VALDEZ PEREIRA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.320,07;839,50;5.625,49;20.283,08;25.545,81;0,00;0,00
TRF4;FRIEDMANN ANDERSON WENDPAP;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;8.372,21;3.588,84;5.625,49;23.084,56;28.242,35;0,00;0,00
TRF4;GABRIEL BORGES KNAPP;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.134,70;2.527,86;3.379,55;15.755,21;27.827,74;0,00;0,00
TRF4;GABRIEL DE JESUS TEDESCO WEDY;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.424,35;522,52;5.625,49;20.070,38;25.758,51;0,00;0,00
TRF4;GABRIEL MENNA BARRETO VON GEHLEN;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;9.134,70;2.724,32;3.379,55;15.951,67;28.350,90;0,00;0,00
TRF4;GABRIEL URBANAVICIUS MARQUES;08/2020;32.004,65;0,00;910,08;9.653,92;42.568,65;713,10;9.134,70;2.361,83;2.365,25;14.574,88;27.993,77;0,00;0,00
TRF4;GABRIELA HARDT;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.030,43;2.948,21;3.379,55;16.071,29;27.511,66;0,00;0,00
TRF4;GABRIELA PIETSCH SERAFIN;08/2020;33.689,11;0,00;1.629,70;6.882,72;42.201,53;713,10;8.912,19;3.560,43;1.278,51;14.464,23;27.737,30;0,00;0,00
TRF4;GABRIELE SANT'ANNA OLIVEIRA BRUM;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;9.225,04;2.222,82;3.379,55;15.540,51;28.762,06;0,00;0,00
TRF4;GEORGIA ZIMMERMANN SPERB;08/2020;32.004,65;0,00;1.629,70;6.665,38;40.299,73;713,10;9.568,80;475,67;0,00;10.757,57;29.542,16;0,00;0,00
TRF4;GERMANO ALBERTON JUNIOR;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.320,07;737,55;5.625,49;20.181,13;25.647,76;0,00;0,00
TRF4;GERSON GODINHO DA COSTA;08/2020;33.689,11;0,00;910,08;7.244,97;41.844,16;356,55;4.556,45;19.369,25;1.640,76;25.923,01;15.921,15;0,00;0,00
TRF4;GERSON LUIZ ROCHA;08/2020;33.689,11;5.498,02;1.125,08;46.730,05;87.042,26;5.498,02;20.376,55;544,58;0,00;26.419,15;60.623,11;0,00;0,00
TRF4;GESSIEL PINHEIRO DE PAIVA;08/2020;32.004,65;0,00;910,08;10.215,41;43.130,14;713,10;9.740,20;573,52;2.926,74;13.953,56;29.176,58;0,00;0,00
TRF4;GIANE MAIO DUARTE;08/2020;32.004,65;0,00;1.629,70;6.538,58;40.172,93;5.177,97;8.253,95;407,13;0,00;13.839,05;26.333,88;0,00;0,00
TRF4;GIANNI CASSOL KONZEN;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;718,50;5.625,49;20.214,22;25.614,67;0,00;0,00
TRF4;GILSON JACOBSEN;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.267,94;769,41;5.625,49;20.160,86;25.668,03;0,00;0,00
TRF4;GILSON LUIZ INACIO;08/2020;33.689,11;5.498,02;1.340,08;11.229,70;51.756,91;5.498,02;9.884,17;3.540,56;5.625,49;24.548,24;27.208,67;0,00;0,00
TRF4;GIOVANA GUIMARAES CORTEZ;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;429,44;5.625,49;16.403,96;29.424,93;0,00;0,00
TRF4;GIOVANI BIGOLIN;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.320,07;1.022,95;5.625,49;20.466,53;25.362,36;0,00;0,00
TRF4;GIOVANNA MAYER;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;9.030,43;2.773,34;3.379,55;15.896,42;28.406,15;0,00;0,00
TRF4;GISELE LEMKE;08/2020;33.689,11;0,00;910,08;24.823,55;59.422,74;5.641,92;10.155,55;622,54;7.989,64;24.409,65;35.013,09;0,00;0,00
TRF4;GLAUCIA REGINA SEVERO SOARES;08/2020;13.948,82;0,00;0,00;0,00;13.948,82;1.842,27;1.936,35;0,00;0,00;3.778,62;10.170,20;0,00;0,00
TRF4;GRAZIELA CRISTINE BUNDCHEN;08/2020;32.004,65;0,00;910,08;11.030,47;43.945,20;5.229,59;8.446,03;573,52;3.741,80;17.990,94;25.954,26;0,00;0,00
TRF4;GRAZIELA SOARES;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;8.886,78;2.898,77;5.625,49;18.124,14;27.704,75;0,00;0,00
TRF4;GRAZIELLE BLUME SULZBACH;08/2020;32.004,65;0,00;910,08;12.960,05;45.874,78;713,10;9.525,87;2.201,81;4.248,95;16.689,73;29.185,05;0,00;0,00
TRF4;GUEVERSON ROGERIO FARIAS;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;399,91;5.625,49;19.895,63;25.933,26;0,00;0,00
TRF4;GUILHERME BELTRAMI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;893,11;5.625,49;20.388,83;25.440,06;0,00;0,00
TRF4;GUILHERME GEHLEN WALCHER;08/2020;32.004,65;0,00;2.349,32;6.755,93;41.109,90;356,55;4.460,69;18.991,13;0,00;23.808,37;17.301,53;0,00;0,00
TRF4;GUILHERME MAINES CAON;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;713,10;9.043,19;3.042,82;5.625,49;18.424,60;28.123,91;0,00;0,00
TRF4;GUILHERME ROMAN BORGES;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.460,22;419,96;3.379,55;17.437,70;26.145,25;0,00;0,00
TRF4;GUSTAVO ALVES CARDOSO;08/2020;32.004,65;0,00;2.288,95;0,00;34.293,60;713,10;7.078,18;2.455,30;0,00;10.246,58;24.047,02;0,00;0,00
TRF4;GUSTAVO BRUM;08/2020;32.004,65;0,00;1.629,70;12.044,76;45.679,11;713,10;9.111,69;1.854,17;4.756,09;16.435,05;29.244,06;0,00;0,00
TRF4;GUSTAVO CHIES CIGNACHI;08/2020;33.689,11;0,00;910,08;23.679,61;58.278,80;713,10;10.698,03;3.120,87;6.845,70;21.377,70;36.901,10;0,00;3.500,00
TRF4;GUSTAVO DIAS DE BARCELLOS;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;821,20;5.625,49;20.316,92;25.511,97;0,00;0,00
TRF4;GUSTAVO PEDROSO SEVERO;08/2020;33.689,11;0,00;2.349,32;11.229,70;47.268,13;713,10;8.860,06;3.230,82;5.625,49;18.429,47;28.838,66;0,00;0,00
TRF4;GUSTAVO RICHTER;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;5.177,97;8.460,22;1.253,91;3.379,55;18.271,65;26.030,92;0,00;0,00
TRF4;GUSTAVO SCHNEIDER ALVES;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;7.149,72;2.417,74;5.625,49;15.906,05;29.922,84;0,00;0,00
TRF4;GUY VANDERLEY MARCUZZO;08/2020;33.689,11;5.498,02;910,08;7.244,97;47.342,18;5.498,02;8.424,35;5.071,94;1.640,76;20.635,07;26.707,11;0,00;0,00
TRF4;GYSELE MARIA SEGALA DA CRUZ;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.267,94;623,95;5.625,49;20.015,40;25.813,49;0,00;0,00
TRF4;HELDER TEIXEIRA DE OLIVEIRA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;576,73;5.625,49;16.551,25;29.277,64;0,00;0,00
TRF4;HELENA SOUZA GARCIA;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;0,00;59,46;0,00;5.181,27;30.280,95;0,00;0,00
TRF4;HELOISA MENEGOTTO POZENATO;08/2020;32.004,65;0,00;1.629,70;12.769,27;46.403,62;713,10;9.635,93;795,08;5.480,59;16.624,70;29.778,92;0,00;0,00
TRF4;HENRIQUE LUIZ HARTMANN;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;2.749,01;4.548,07;17.425,08;5.625,49;30.347,65;15.481,24;0,00;0,00
TRF4;HERLON SCHVEITZER TRISTAO;08/2020;32.004,65;0,00;910,08;12.479,47;45.394,20;713,10;7.539,88;576,73;5.190,79;14.020,50;31.373,70;0,00;0,00
TRF4;HERMES SIEDLER DA CONCEICAO JUNIOR;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;6.571,45;900,02;5.625,49;18.594,98;32.731,93;0,00;0,00
TRF4;HILDO NICOLAU PERON;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;7.027,15;811,36;0,00;12.623,43;21.065,68;0,00;0,00
TRF4;INEZIL PENNA MARINHO JUNIOR;08/2020;32.004,65;0,00;910,08;6.882,72;39.797,45;5.177,97;8.400,72;623,89;0,00;14.202,58;25.594,87;0,00;0,00
TRF4;INGRID SCHRODER SLIWKA;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;9.727,75;1.121,94;5.625,49;21.973,20;29.353,71;0,00;0,00
TRF4;IRACEMA LONGHI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;371,79;5.625,49;19.867,51;25.961,38;0,00;0,00
TRF4;IVAN ARANTES JUNQUEIRA DANTAS FILHO;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.740,20;207,24;3.379,55;14.040,09;29.542,86;0,00;0,00
TRF4;IVANISE CORREA RODRIGUES PEROTONI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;281,52;5.625,49;16.256,04;29.572,85;0,00;0,00
TRF4;IVO TOLOMINI;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;6.503,56;277,13;0,00;11.565,61;22.123,50;0,00;0,00
TRF4;IVORI LUIS DA SILVA SCHEFFER;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;5.498,02;5.130,51;755,72;5.625,49;17.009,74;29.538,77;0,00;0,00
TRF4;JACQUELINE MICHELS BILHALVA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.372,21;897,42;5.625,49;20.393,14;25.435,75;0,00;0,00
TRF4;JAIL BENITES DE AZAMBUJA;08/2020;22.005,58;0,00;0,00;0,00;22.005,58;2.565,05;4.268,24;707,97;0,00;7.541,26;14.464,32;0,00;0,00
TRF4;JAIRO GILBERTO SCHAFER;08/2020;33.689,11;0,00;910,08;56.148,51;90.747,70;5.498,02;18.187,16;982,28;5.625,49;30.292,95;60.454,75;0,00;0,00
TRF4;JANAINA CASSOL MACHADO;08/2020;32.004,65;0,00;910,08;3.097,22;36.011,95;713,10;8.535,41;500,17;0,00;9.748,68;26.263,27;0,00;0,00
TRF4;JOANE UNFER CALDERARO;08/2020;33.689,11;0,00;2.349,32;11.229,70;47.268,13;5.498,02;8.320,07;879,30;5.625,49;20.322,88;26.945,25;0,00;0,00
TRF4;JOAO AUGUSTO CARNEIRO ARAUJO;08/2020;32.004,65;0,00;1.629,70;11.102,92;44.737,27;5.498,02;8.267,94;463,93;3.814,25;18.044,14;26.693,13;0,00;0,00
TRF4;JOAO BATISTA BRITO OSORIO;08/2020;33.689,11;2.984,45;910,08;11.229,70;48.813,34;6.065,07;8.216,27;377,05;8.609,94;23.268,33;25.545,01;0,00;0,00
TRF4;JOAO BATISTA LAZZARI;08/2020;33.689,11;197,73;910,08;19.200,33;53.997,25;5.535,59;10.129,51;871,14;5.823,22;22.359,46;31.637,79;0,00;0,00
TRF4;JOAO BATISTA PINTO SILVEIRA;08/2020;35.462,22;2.917,46;910,08;11.820,74;51.110,50;2.917,46;4.380,35;17.520,40;7.989,64;32.807,85;18.302,65;0,00;0,00
TRF4;JOAO CARLOS BARROS ROBERTI JUNIOR;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;5.177,97;8.408,09;284,91;3.379,55;17.250,52;27.052,05;0,00;0,00
TRF4;JOAO PAULO NERY DOS PASSOS MARTINS;08/2020;32.004,65;0,00;910,08;5.180,16;38.094,89;713,10;8.554,86;2.594,25;0,00;11.862,21;26.232,68;0,00;0,00
TRF4;JOAO PEDRO GEBRAN NETO;08/2020;35.462,22;0,00;1.555,08;11.820,74;48.838,04;5.834,91;8.279,57;4.740,23;7.989,64;26.844,35;21.993,69;0,00;0,00
TRF4;JOEL LUIS BORSUK;08/2020;32.004,65;0,00;910,08;10.958,02;43.872,75;713,10;9.583,79;778,64;3.669,35;14.744,88;29.127,87;0,00;0,00
TRF4;JORGE ANTONIO MAURIQUE;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;7.474,25;527,18;0,00;13.123,24;22.338,98;0,00;0,00
TRF4;JORGE LUIZ LEDUR BRITO;08/2020;33.689,11;5.498,02;910,08;6.882,72;46.979,93;5.498,02;9.884,17;982,69;1.278,51;17.643,39;29.336,54;0,00;0,00
TRF4;JOSE ANTONIO SAVARIS;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;6.111,76;551,41;5.625,49;13.001,76;32.827,13;0,00;0,00
TRF4;JOSE CAETANO ZANELLA;08/2020;33.689,11;0,00;910,08;21.625,40;56.224,59;5.498,02;10.855,11;1.393,52;3.452,00;21.198,65;35.025,94;0,00;0,00
TRF4;JOSE CARLOS FABRI;08/2020;33.689,11;0,00;1.555,08;11.229,70;46.473,89;5.498,02;8.267,94;373,29;5.625,49;19.764,74;26.709,15;0,00;0,00
TRF4;JOSE FERNANDO JARDIM DE CAMARGO;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.898,52;242,37;0,00;12.262,70;23.199,52;0,00;0,00
TRF4;JOSE FRANCISCO ANDREOTTI SPIZZIRRI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.320,07;712,18;5.625,49;20.155,76;25.673,13;0,00;0,00
TRF4;JOSE JACOMO GIMENES;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;9.936,30;445,49;5.625,49;21.505,30;29.821,61;0,00;0,00
TRF4;JOSE LUIS LUVIZETTO TERRA;08/2020;33.689,11;0,00;910,08;7.607,22;42.206,41;5.498,02;8.320,07;675,52;2.003,01;16.496,62;25.709,79;0,00;0,00
TRF4;JOSE LUIZ BORGES GERMANO DA SILVA;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;0,00;911,04;0,00;6.032,85;29.429,37;0,00;0,00
TRF4;JOSE MORSCHBACHER;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;0,00;604,37;0,00;5.726,18;29.736,04;0,00;0,00
TRF4;JOSE RICARDO PEREIRA;08/2020;33.689,11;0,00;910,08;6.882,72;41.481,91;2.749,01;4.495,93;17.539,30;1.278,51;26.062,75;15.419,16;0,00;0,00
TRF4;JOSE SABINO DA SILVEIRA;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;0,00;3.797,26;0,00;8.582,18;25.106,93;0,00;0,00
TRF4;JOSEANE DE FATIMA GRANJA;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;5.177,97;8.460,22;349,47;3.379,55;17.367,21;26.935,36;0,00;0,00
TRF4;JOSEANO MACIEL CORDEIRO;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;9.583,79;426,14;3.379,55;14.102,58;30.199,99;0,00;0,00
TRF4;JULIA PATRICIA LIMA DE ATHAYDE;08/2020;24.824,73;0,00;0,00;0,00;24.824,73;3.100,69;4.581,16;0,00;0,00;7.681,85;17.142,88;0,00;0,00
TRF4;JULIO GUILHERME BEREZOSKI SCHATTSCHNEIDER;08/2020;33.689,11;0,00;910,08;7.874,14;42.473,33;713,10;6.718,12;360,56;2.269,93;10.061,71;32.411,62;0,00;0,00
TRF4;JURANDI BORGES PINHEIRO;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;8.424,35;294,15;5.625,49;19.842,01;31.484,90;0,00;0,00
TRF4;KAREN ELER PESCH;08/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;5.498,02;8.424,35;373,29;5.625,49;19.921,15;25.907,74;0,00;0,00
TRF4;KARINE DA SILVA CORDEIRO;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.635,93;712,18;3.379,55;14.440,76;29.142,19;0,00;0,00
TRF4;LADEMIRO DORS FILHO;08/2020;33.689,11;0,00;910,08;16.663,43;51.262,62;5.498,02;10.283,45;673,47;0,00;16.454,94;34.807,68;0,00;0,00
TRF4;LEANDRO CADENAS PRADO;08/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;713,10;9.635,93;792,95;5.625,49;16.767,47;29.781,04;0,00;0,00
TRF4;LEANDRO DA SILVA JACINTO;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;5.177,97;8.512,36;326,05;3.379,55;17.395,93;26.187,02;0,00;0,00
TRF4;LEANDRO PAULO CYPRIANI;08/2020;32.004,65;0,00;910,08;11.175,36;44.090,09;5.250,24;8.388,21;576,73;3.886,70;18.101,88;25.988,21;0,00;0,00
TRF4;LEANDRO PAULSEN;08/2020;35.462,22;0,00;1.629,70;5.719,71;42.811,63;5.834,91;5.933,03;572,35;1.888,61;14.228,90;28.582,73;0,00;0,00
TRF4;LEDA DE OLIVEIRA PINHO;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;0,00;542,98;0,00;5.327,90;28.361,21;0,00;0,00
TRF4;LENISE KLEINUBING GREGOL;08/2020;32.004,65;0,00;910,08;53.341,09;86.255,82;5.177,97;17.745,55;1.149,92;3.379,55;27.452,99;58.802,83;0,00;0,00
TRF4;LEOBERTO SIMAO SCHMITT JUNIOR;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.688,06;704,99;5.625,49;16.731,64;29.097,25;0,00;0,00
TRF4;LEONARDO CACAU SANTOS LA BRADBURY;08/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;713,10;9.740,20;580,53;5.625,49;16.659,32;29.169,57;0,00;0,00
TRF4;LEONARDO CASTANHO MENDES;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;7.764,31;2.834,37;5.625,49;16.937,27;28.891,62;0,00;0,00
TRF4;LEONARDO MULLER TRAININI;08/2020;33.689,11;0,00;910,08;5.433,73;40.032,92;2.749,01;4.344,78;17.603,75;0,00;24.697,54;15.335,38;0,00;0,00
TRF4;LETICIA DE CASTILHO FREIRE;08/2020;26.653,87;0,00;0,00;0,00;26.653,87;3.448,23;5.512,19;0,00;0,00;8.960,42;17.693,45;0,00;0,00
TRF4;LIANE VIEIRA RODRIGUES;08/2020;33.689,11;0,00;0,00;0,00;33.689,11;4.784,92;6.555,70;604,50;0,00;11.945,12;21.743,99;0,00;0,00
TRF4;LILIA CORTES DE CARVALHO DE MARTINO;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.740,20;409,39;5.625,49;16.488,18;29.340,71;0,00;0,00
TRF4;LILLIAN PFLEGER;08/2020;32.004,65;0,00;1.125,08;10.668,22;43.797,95;356,55;4.832,12;18.577,41;3.379,55;27.145,63;16.652,32;0,00;0,00
TRF4;LIVIA DE MESQUITA MENTZ;08/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;713,10;9.118,53;2.673,32;3.379,55;15.884,50;27.698,45;0,00;0,00
TRF4;LORACI FLORES DE LIMA;08/2020;33.689,11;0,00;910,08;13.593,85;48.193,04;5.641,92;7.780,33;654,24;7.989,64;22.066,13;26.126,91;0,00;0,00
TRF4;LOUISE FREIBERGER BASSAN HARTMANN;08/2020;32.004,65;0,00;910,08;10.324,08;43.238,81;713,10;9.134,70;2.740,29;3.035,41;15.623,50;27.615,31;0,00;0,00
TRF4;LUCAS FERNANDES CALIXTO;08/2020;32.004,65;0,00;910,08;11.030,47;43.945,20;713,10;9.134,70;2.760,98;3.741,80;16.350,58;27.594,62;0,00;0,00
TRF4;LUCAS PIECZARCKA GUEDES PINTO;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;8.971,05;2.778,54;3.379,55;15.842,24;28.460,33;0,00;0,00
TRF4;LUCIANA DA VEIGA OLIVEIRA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;10.851,20;4.639,13;5.625,49;21.828,92;23.999,97;0,00;0,00
TRF4;LUCIANA DIAS BAUER;08/2020;33.689,11;0,00;1.629,70;10.505,21;45.824,02;356,55;5.101,72;17.362,25;4.901,00;27.721,52;18.102,50;0,00;0,00
TRF4;LUCIANA MAYUMI SAKUMA;08/2020;32.004,65;0,00;910,08;11.754,96;44.669,69;713,10;9.134,70;2.685,67;4.466,30;16.999,77;27.669,92;0,00;0,00
TRF4;LUCIANE AMARAL CORREA MUNCH;08/2020;35.462,22;0,00;1.340,08;0,00;36.802,30;5.834,91;7.226,01;425,55;0,00;13.486,47;23.315,83;0,00;0,00
TRF4;LUCIANE MERLIN CLEVE KRAVETZ;08/2020;33.689,11;0,00;910,08;5.071,48;39.670,67;713,10;9.593,70;96,90;0,00;10.403,70;29.266,97;0,00;0,00
TRF4;LUCIANO ANDRASCHKO;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.583,79;439,03;5.625,49;16.361,41;29.467,48;0,00;0,00
TRF4;LUCIO RODRIGO MAFFASSIOLI DE OLIVEIRA;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;5.498,02;8.320,07;624,52;5.625,49;20.068,10;25.760,79;0,00;0,00
TRF4;LUIS ALBERTO D'AZEVEDO AURVALLE;08/2020;35.462,22;5.834,91;910,08;11.820,74;54.027,95;5.834,91;6.302,43;766,35;7.989,64;20.893,33;33.134,62;0,00;0,00
TRF4;LUIS HUMBERTO ESCOBAR ALVES;08/2020;33.689,11;5.498,02;910,08;11.229,70;51.326,91;5.498,02;9.936,30;727,57;5.625,49;21.787,38;29.539,53;0,00;0,00
TRF4;LUISA HICKEL GAMBA;08/2020;33.689,11;5.498,02;910,08;17.387,92;57.485,13;5.498,02;10.434,61;760,80;554,01;17.247,44;40.237,69;0,00;0,00
TRF4;LUIZ ANTONIO BONAT;08/2020;33.689,11;13.464,50;1.340,08;11.229,70;59.723,39;6.562,82;9.884,17;443,42;12.527,17;29.417,58;30.305,81;0,00;0,00
TRF4;LUIZ CARLOS CANALLI;08/2020;35.462,22;5.834,91;910,08;11.820,74;54.027,95;5.834,91;9.832,03;1.031,25;7.989,64;24.687,83;29.340,12;0,00;0,00
TRF4;LUIZ CARLOS CERVI;08/2020;33.689,11;5.498,02;910,08;9.780,71;49.877,92;5.498,02;8.424,35;528,64;4.176,50;18.627,51;31.250,41;0,00;0,00
TRF4;LUIZ CARLOS DE CASTRO LUGON;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;5.292,80;926,87;0,00;11.341,48;24.120,74;0,00;0,00
TRF4;LUIZ CLOVIS NUNES BRAGA;08/2020;33.689,11;0,00;910,08;7.607,22;42.206,41;5.498,02;8.320,07;675,52;2.003,01;16.496,62;25.709,79;0,00;0,00
TRF4;LUIZ FERNANDO WOWK PENTEADO;08/2020;35.462,22;5.834,91;910,08;11.820,74;54.027,95;5.834,91;9.936,30;587,82;7.989,64;24.348,67;29.679,28;0,00;0,00
TRF4;LUIZA DIAS CASSALES;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.950,66;777,06;0,00;12.849,53;22.612,69;0,00;0,00
TRF4;MANOEL EUGENIO MARQUES MUNHOZ;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.950,66;4.312,02;0,00;16.384,49;19.077,73;0,00;0,00
TRF4;MANOEL LAURO VOLKMER DE CASTILHO;08/2020;35.462,22;0,00;0,00;0,00;35.462,22;5.121,81;6.950,66;160,02;0,00;12.232,49;23.229,73;0,00;0,00
TRF4;MARA SILVEIRA PAMPLONA;08/2020;25.108,76;0,00;0,00;0,00;25.108,76;3.154,65;5.168,02;207,11;0,00;8.529,78;16.578,98;0,00;0,00
TRF4;MARCEL CITRO DE AZEVEDO;08/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;713,10;8.899,43;3.353,68;5.625,49;18.591,70;27.237,19;0,00;0,00
TRF4;MARCELO ADRIANO MICHELOTI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.583,79;662,57;5.625,49;16.584,95;29.243,94;0,00;0,00
TRF4;MARCELO CARDOZO DA SILVA;08/2020;33.689,11;0,00;910,08;12.335,51;46.934,70;5.563,01;8.068,40;921,35;6.845,70;21.398,46;25.536,24;0,00;0,00
TRF4;MARCELO DE NARDI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;722,75;5.625,49;16.697,27;29.131,62;0,00;0,00
TRF4;MARCELO FURTADO PEREIRA MORALES;08/2020;33.689,11;0,00;910,08;9.780,71;44.379,90;713,10;8.899,20;3.547,57;4.176,50;17.336,37;27.043,53;0,00;0,00
TRF4;MARCELO KRAS BORGES;08/2020;33.689,11;0,00;1.629,70;4.346,98;39.665,79;2.749,01;4.150,20;17.412,49;0,00;24.311,70;15.354,09;0,00;0,00
TRF4;MARCELO MALUCELLI;08/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;713,10;9.635,93;490,86;5.625,49;16.465,38;29.363,51;0,00;0,00
TRF4;MARCELO ROBERTO DE OLIVEIRA;08/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;713,10;9.688,06;961,41;3.379,55;14.742,12;29.560,45;0,00;0,00
TRF4;MARCIA VOGEL VIDAL DE OLIVEIRA;08/2020;33.689,11;0,00;910,08;4.709,23;39.308,42;713,10;8.797,07;3.018,41;0,00;12.528,58;26.779,84;0,00;0,00
